Time,CPU%,MemoryMB,Handles,Threads,Anomaly
01:58:49,0,155,275,1,False
01:59:19,0,155,275,1,False
01:59:49,0,155,275,1,False
02:00:19,0,155,275,1,False
02:00:49,0,155,275,1,False
02:01:19,0,155,275,1,False
02:01:49,0,155,275,1,False
02:02:19,0,155,275,1,False
02:02:49,0,155,275,1,False
02:03:19,0,155,275,1,False
02:03:49,0,155,275,1,False
02:04:19,0,155,275,1,False
02:04:50,0,155,275,1,False
02:05:20,0,155,275,1,False
02:05:50,0,155,275,1,False
02:06:20,0,155,275,1,False
02:06:50,0,155,275,1,False
02:07:20,0,155,275,1,False
02:07:50,0,155,275,1,False
02:08:20,0,155,275,1,False
02:08:50,0,155,275,1,False
02:09:20,0,155,275,1,False
02:09:50,0,155,275,1,False
02:10:20,0,155,275,1,False
02:10:50,0,155,275,1,False
02:11:20,0,155,275,1,False
02:11:50,0,155,275,1,False
02:12:20,0,155,275,1,False
02:12:50,0,155,275,1,False
02:13:20,0,155,275,1,False
02:13:50,0,155,275,1,False
02:14:20,0,155,275,1,False
02:14:50,0,155,275,1,False
02:15:20,0,155,275,1,False
02:15:50,0,155,275,1,False
02:16:20,0,155,275,1,False
02:16:50,0,155,275,1,False
02:17:20,0,155,275,1,False
02:17:50,0,155,275,1,False
02:18:20,0,155,275,1,False
02:18:50,0,155,275,1,False
02:19:20,0,155,275,1,False
02:19:50,0,155,275,1,False
02:20:20,0,155,275,1,False
02:20:50,0,155,275,1,False
02:21:21,0,155,275,1,False
02:21:51,0,155,275,1,False
02:22:21,0,155,275,1,False
02:22:51,0,155,275,1,False
02:23:21,0,155,275,1,False
02:23:51,0,155,275,1,False
02:24:21,0,155,275,1,False
02:24:51,0,155,275,1,False
02:25:21,0,155,275,1,False
02:25:51,0,155,275,1,False
02:26:21,0,155,275,1,False
02:26:51,0,155,275,1,False
02:27:21,0,155,275,1,False
02:27:51,0,155,275,1,False
02:28:21,0,155,275,1,False
02:28:51,0,155,275,1,False
02:29:21,0,155,275,1,False
02:29:51,0,155,275,1,False
02:30:21,0,155,275,1,False
02:30:51,0,155,275,1,False
02:31:21,0,155,275,1,False
02:31:51,0,155,275,1,False
02:32:21,0,155,275,1,False
02:32:51,0,155,275,1,False
02:33:21,0,155,275,1,False
02:33:51,0,155,275,1,False
02:34:21,0,155,275,1,False
02:34:51,0,155,275,1,False
02:35:21,0,155,275,1,False
02:35:51,0,155,275,1,False
02:36:22,0,155,275,1,False
02:36:52,0,155,275,1,False
02:37:22,0,155,275,1,False
02:37:52,0,155,275,1,False
02:38:22,0,155,275,1,False
02:38:52,0,155,275,1,False
02:39:22,0,155,275,1,False
02:39:52,0,155,275,1,False
02:40:22,0,155,275,1,False
02:40:52,0,155,275,1,False
02:41:22,0,155,275,1,False
02:41:52,0,155,275,1,False
02:42:22,0,155,275,1,False
02:42:52,0,155,275,1,False
02:43:22,0,155,275,1,False
02:43:52,0,155,275,1,False
02:44:22,0,155,275,1,False
02:44:52,0,155,275,1,False
02:45:22,0,155,275,1,False
02:45:52,0,155,275,1,False
02:46:22,0,155,275,1,False
02:46:52,0,155,275,1,False
02:47:22,0,155,275,1,False
02:47:52,0,155,275,1,False
02:48:22,0,155,275,1,False
02:48:52,0,155,275,1,False
02:49:22,0,155,275,1,False
02:49:52,0,155,275,1,False
02:50:22,0,155,275,1,False
02:50:53,0,155,275,1,False
02:51:23,0,155,275,1,False
02:51:53,0,155,275,1,False
02:52:23,0,155,275,1,False
02:52:53,0,155,275,1,False
02:53:23,0,155,275,1,False
02:53:53,0,155,275,1,False
02:54:23,0,155,275,1,False
02:54:53,0,155,275,1,False
02:55:23,0,155,275,1,False
02:55:53,0,155,275,1,False
02:56:23,0,155,275,1,False
02:56:53,0,155,275,1,False
02:57:23,0,155,275,1,False
02:57:53,0,155,275,1,False
02:58:23,0,155,275,1,False
02:58:53,0,155,275,1,False
02:59:23,0,155,275,1,False
02:59:53,0,155,275,1,False
03:00:23,0,155,275,1,False
03:00:53,0,155,275,1,False
03:01:23,0,155,275,1,False
03:01:53,0,155,275,1,False
03:02:23,0,155,275,1,False
03:02:53,0,155,275,1,False
03:03:23,0,155,275,1,False
03:03:53,0,155,275,1,False
03:04:23,0,155,275,1,False
03:04:53,0,155,275,1,False
03:05:23,0,155,275,1,False
03:05:53,0,155,275,1,False
03:06:24,0,155,275,1,False
